timestamp,distance,cycles,active time,activity type,active calories,timestamp 16,heart rate,intensity,duration min,ascent,descent
,,,,,,61500,61,,,,
,,,,,,61560,62,,,,
2024-04-30T00:34:00.000Z,,,,sedentary,,,,0,,,
,,85,15.000,walking,0,61620,,1,,,
,,,,,,61680,64,,,,
2024-04-30T00:36:00.000Z,,,,sedentary,,,,1,,,
,,,,,,61740,58,,,,
,,,,,,61800,59,,,,
2024-04-30T00:39:00.000Z,,,,sedentary,,,,0,,,
,,,,,,61920,61,,,,
2024-04-30T00:40:00.000Z,,,,sedentary,,,,3,,,
,,,,,,61980,59,,,,
2024-04-30T00:41:00.000Z,,,,sedentary,,,,0,,,
,,,,,,62040,60,,,,
2024-04-30T00:42:00.000Z,,,,sedentary,,,,1,,,
,,,,,,62100,53,,,,
,,,,,,62160,62,,,,
,,,,,,62220,55,,,,
,,,,,,62280,56,,,,
,,,,,,62340,57,,,,
,,,,,,62400,59,,,,
2024-04-30T00:48:00.000Z,,,,sedentary,,,,0,,,
,,,,,,62460,57,,,,
2024-04-30T00:49:00.000Z,,,,sedentary,,,,3,,,
,,,,,,62520,59,,,,
,,,,,,62580,58,,,,
,,,,,,62640,61,,,,
,,,,,,62700,59,,,,
,,,,,,62820,69,,,,
,,,,,,62880,66,,,,
,,,,,,62940,65,,,,
2024-04-30T00:58:00.000Z,,,,sedentary,,,,0,,,
2024-04-30T00:59:00.000Z,,,,sedentary,,,,4,,,
,,,,,,63120,61,,,,
2024-04-30T01:00:00.000Z,,,,sedentary,,,,0,,,
,,,,,,63180,56,,,,
,,,,,,63240,59,,,,
,,,,,,63300,56,,,,
,,,,,,63360,54,,,,
,,,,,,63420,56,,,,
,,,,,,63480,53,,,,
,,,,,,63540,54,,,,
,,,,,,63600,57,,,,
,,,,,,63660,53,,,,
,,,,,,63720,55,,,,
,,,,,,63840,56,,,,
2024-04-30T01:12:00.000Z,,,,sedentary,,,,0,,,
2024-04-30T01:13:00.000Z,,,,sedentary,,,,2,,,
,,,,,,63960,57,,,,
2024-04-30T01:14:00.000Z,,,,sedentary,,,,0,,,
,,,,,,64020,48,,,,
2024-04-30T01:15:00.000Z,,,,sedentary,,,,1,,,
,,,,,,64080,52,,,,
,,,,,,64260,53,,,,
,,,,,,64620,54,,,,
,,,,,,64680,55,,,,
,,,,,,64740,52,,,,
,,,,,,64800,54,,,,
,,,,,,64860,53,,,,
,,,,,,65040,54,,,,
,,,,,,65160,53,,,,
,,,,,,65280,54,,,,
,,,,,,65340,52,,,,
2024-04-30T01:37:00.000Z,,,,sedentary,,,,0,,,
,,,,,,65400,56,,,,
2024-04-30T01:38:00.000Z,,,,sedentary,,,,2,,,
,,,,,,65460,52,,,,
2024-04-30T01:39:00.000Z,,,,sedentary,,,,0,,,
,,,,,,65520,53,,,,
2024-04-30T01:40:00.000Z,,,,sedentary,,,,2,,,
,,,,,,44,73,,,,
,,,,,,104,57,,,,
2024-04-30T01:42:00.000Z,,,,sedentary,,,,0,,,
,,,,,,224,58,,,,
,,,,,,284,59,,,,
2024-04-30T01:45:00.000Z,,,,sedentary,,,,2,,,
,,,,,,344,56,,,,
,,,,,,404,58,,,,
,,,,,,464,56,,,,
,,,,,,524,50,,,,
,,,,,,584,54,,,,
,,,,,,644,49,,,,
,,,,,,704,50,,,,
,,,,,,944,51,,,,
,,,,,,1004,63,,,,
,,,,,,1064,54,,,,
2024-04-30T01:58:00.000Z,,,,sedentary,,,,0,,,
,,,,,,1124,52,,,,
2024-04-30T01:59:00.000Z,,,,sedentary,,,,1,,,
,,,,,,1184,49,,,,
2024-04-30T02:00:00.000Z,,,,sedentary,,,,0,,,
,,,,,,1244,63,,,,
2024-04-30T02:01:00.000Z,,,,sedentary,,,,0,,,
,,,,,,1304,56,,,,
2024-04-30T02:02:00.000Z,,,,sedentary,,,,2,,,
,,,,,,1364,77,,,,
2024-04-30T02:03:00.000Z,,,,sedentary,,,,0,,,
,,,,,,1424,68,,,,
,,,,,,1484,57,,,,
2024-04-30T02:05:00.000Z,,,,sedentary,,,,4,,,
,,,,,,1544,56,,,,
2024-04-30T02:06:00.000Z,,,,sedentary,,,,0,,,
,,,,,,1604,59,,,,
,,,,,,1664,53,,,,
2024-04-30T02:08:00.000Z,,,,sedentary,,,,2,,,
,,,,,,1724,49,,,,
,,,,,,1784,50,,,,
2024-04-30T02:10:00.000Z,,,,sedentary,,,,0,,,
,,,,,,1844,49,,,,
2024-04-30T02:11:00.000Z,,,,sedentary,,,,1,,,
,,,,,,1904,54,,,,
,,,,,,1964,50,,,,
,,,,,,2084,51,,,,
2024-04-30T02:16:00.000Z,,,,sedentary,,,,0,,,
2024-04-30T02:17:00.000Z,,,,sedentary,,,,1,,,
,,,,,,2324,50,,,,
,,,,,,2384,52,,,,
,,,,,,2444,50,,,,
,,,,,,2564,52,,,,
,,,,,,2624,50,,,,
,,,,,,2684,49,,,,
,,,,,,2744,52,,,,
,,,,,,2804,51,,,,
2024-04-30T02:27:00.000Z,,,,sedentary,,,,0,,,
,,,,,,2864,54,,,,
2024-04-30T02:28:00.000Z,,,,sedentary,,,,3,,,
,,,,,,2924,65,,,,
,,,,,,2984,48,,,,
,,,,,,3044,56,,,,
2024-04-30T02:31:00.000Z,,,,sedentary,,,,0,,,
,,,,,,3104,53,,,,
2024-04-30T02:32:00.000Z,,,,sedentary,,,,4,,,
,,,,,,3164,50,,,,
,,,,,,3224,51,,,,
,,,,,,3284,53,,,,
2024-04-30T02:35:00.000Z,,,,sedentary,,,,0,,,
,,,,,,3344,51,,,,
2024-04-30T02:36:00.000Z,,,,sedentary,,,,3,,,
,,,,,,3404,48,,,,
,,,,,,3464,55,,,,
2024-04-30T02:38:00.000Z,,,,sedentary,,,,0,,,
,,,,,,3524,49,,,,
2024-04-30T02:39:00.000Z,,,,sedentary,,,,1,,,
,,,,,,3584,57,,,,
,,,,,,3644,50,,,,
2024-04-30T02:41:00.000Z,,,,sedentary,,,,0,,,
,,,,,,3704,60,,,,
2024-04-30T02:42:00.000Z,,,,sedentary,,,,1,,,
,,,,,,3764,56,,,,
2024-04-30T02:43:00.000Z,,,,sedentary,,,,0,,,
,,,,,,3824,53,,,,
,,,,,,3884,66,,,,
,,,,,,3944,56,,,,
2024-04-30T02:46:00.000Z,,,,sedentary,,,,4,,,
,,,,,,4004,52,,,,
,,,,,,4064,53,,,,
,,,,,,4124,49,,,,
,,,,,,4184,51,,,,
,,,,,,4244,56,,,,
,,,,,,4304,59,,,,
,,,,,,4364,61,,,,
,,,,,,4424,63,,,,
,,,,,,4484,64,,,,
2024-04-30T02:55:00.000Z,,,,sedentary,,,,0,,,
,,,,,,4544,65,,,,
2024-04-30T02:56:00.000Z,,,,sedentary,,,,3,,,
,,,,,,4604,55,,,,
,,,,,,4664,53,,,,
,,,,,,4724,59,,,,
,,,,,,4784,60,,,,
2024-04-30T03:00:00.000Z,,,,sedentary,,,,0,,,
,,,,,,4964,59,,,,
,,,,,,5024,58,,,,
,,,,,,5084,59,,,,
2024-04-30T03:05:00.000Z,,,,sedentary,,,,0,,,
,,,,,,5144,65,,,,
,,,,,,5204,54,,,,
2024-04-30T03:07:00.000Z,,,,sedentary,,,,3,,,
,,,,,,5264,53,,,,
,,,,,,5324,51,,,,
,,,,,,5384,52,,,,
,,,,,,5444,50,,,,
,,,,,,5504,52,,,,
,,,,,,5624,53,,,,
2024-04-30T03:14:00.000Z,,,,sedentary,,,,0,,,
,,,,,,5684,54,,,,
,,,,,,5744,62,,,,
2024-04-30T03:16:00.000Z,,,,sedentary,,,,3,,,
,,,,,,5804,49,,,,
,,,,,,5924,50,,,,
,,,,,,5984,52,,,,
2024-04-30T03:20:00.000Z,,,,sedentary,,,,0,,,
,,,,,,6044,50,,,,
2024-04-30T03:21:00.000Z,,,,sedentary,,,,2,,,
,,,,,,6104,52,,,,
,,,,,,6164,51,,,,
,,,,,,6404,52,,,,
,,,,,,6464,54,,,,
,,,,,,6524,51,,,,
,,,,,,6644,53,,,,
,,,,,,6704,52,,,,
2024-04-30T03:32:00.000Z,,,,sedentary,,,,0,,,
,,,,,,6764,55,,,,
2024-04-30T03:33:00.000Z,,,,sedentary,,,,3,,,
,,,,,,6824,52,,,,
,,,,,,6944,51,,,,
,,,,,,7004,53,,,,
,,,,,,7064,52,,,,
,,,,,,7304,51,,,,
,,,,,,7364,49,,,,
,,,,,,7424,55,,,,
,,,,,,7484,51,,,,
,,,,,,7544,50,,,,
,,,,,,7604,51,,,,
2024-04-30T03:47:00.000Z,,,,sedentary,,,,0,,,
2024-04-30T03:48:00.000Z,,,,sedentary,,,,2,,,
,,,,,,7724,65,,,,
,,,,,,7784,48,,,,
,,,,,,7844,50,,,,
,,,,,,7904,48,,,,
,,,,,,7964,51,,,,
2024-04-30T03:55:00.000Z,,,,sedentary,,,,0,,,
,,,,,,8144,49,,,,
2024-04-30T03:56:00.000Z,,,,sedentary,,,,3,,,
,,,,,,8204,54,,,,
2024-04-30T03:57:00.000Z,,,,sedentary,,,,0,,,
,,,,,,8264,52,,,,
2024-04-30T03:58:00.000Z,,,,sedentary,,,,2,,,
,,,,,,8324,50,,,,
,,,,,,8384,60,,,,
2024-04-30T04:00:00.000Z,,,,sedentary,,,,0,,,
,,,,,,8444,50,,,,
,,,,,,8504,57,,,,
,,,,,,8624,50,,,,
2024-04-30T04:05:00.000Z,,,,sedentary,,,,0,,,
,,,,,,8744,51,,,,
,,,,,,8804,65,,,,
2024-04-30T04:07:00.000Z,,,,sedentary,,,,2,,,
,,,,,,8864,68,,,,
2024-04-30T04:08:00.000Z,,,,sedentary,,,,0,,,
,,,,,,8924,53,,,,
,,,,,,8984,66,,,,
2024-04-30T04:10:00.000Z,,,,sedentary,,,,2,,,
,,,,,,9044,69,,,,
2024-04-30T04:11:00.000Z,,,,sedentary,,,,0,,,
,,,,,,9104,56,,,,
,,,,,,9164,65,,,,
,,,,,,9224,57,,,,
2024-04-30T04:14:00.000Z,,,,sedentary,,,,3,,,
,,,,,,9284,50,,,,
,,,,,,9344,53,,,,
,,,,,,9404,52,,,,
,,,,,,9464,53,,,,
2024-04-30T04:18:00.000Z,,,,sedentary,,,,0,,,
,,,,,,9524,55,,,,
,,,,,,9584,62,,,,
,,,,,,9644,61,,,,
2024-04-30T04:21:00.000Z,,,,sedentary,,,,2,,,
,,,,,,9704,54,,,,
,,,,,,9764,56,,,,
,,,,,,9824,58,,,,
,,,,,,9884,53,,,,
2024-04-30T04:25:00.000Z,,,,sedentary,,,,0,,,
,,,,,,9944,55,,,,
2024-04-30T04:26:00.000Z,,,,sedentary,,,,4,,,
2024-04-30T04:27:00.000Z,,,,sedentary,,,,0,,,
,,,,,,10064,56,,,,
2024-04-30T04:28:00.000Z,,,,sedentary,,,,4,,,
,,,,,,10124,65,,,,
,,,,,,10184,56,,,,
2024-04-30T04:30:00.000Z,,,,sedentary,,,,0,,,
,,,,,,10244,60,,,,
2024-04-30T04:31:00.000Z,,,,sedentary,,,,5,,,
,,,,,,10304,64,,,,
2024-04-30T04:32:00.000Z,,,,sedentary,,,,0,,,
,,,,,,10364,61,,,,
,,,,,,10424,79,,,,
,,,,,,10484,67,,,,
,,,,,,10544,71,,,,
2024-04-30T04:36:00.000Z,,,,sedentary,,,,4,,,
,,,,,,10604,73,,,,
2024-04-30T04:37:00.000Z,,,,sedentary,,,,0,,,
,,,,,,10664,61,,,,
,,,,,,10724,63,,,,
,,,,,,10784,60,,,,
,,,,,,10844,62,,,,
,,,,,,10904,60,,,,
2024-04-30T04:43:00.000Z,,,,sedentary,,,,4,,,
,,,,,,11024,64,,,,
,,100,19.000,walking,0,11024,,2,,,
,,,,,,11084,69,,,,
2024-04-30T04:45:00.000Z,,,,sedentary,,,,6,,,
,,,,,,11144,76,,,,
,,,,,,11204,86,,,,
,,,,,,11264,87,,,,
,,,,,,11324,90,,,,
,,173,48.000,walking,1,11324,,2,,,
2024-04-30T04:50:00.000Z,,,,sedentary,,,,5,,,
,,,,,,11444,91,,,,
,,185,51.000,walking,1,11444,,2,,,
,,,,,,11504,88,,,,
,,,,,,11564,85,,,,
2024-04-30T04:53:00.000Z,,,,sedentary,,,,6,,,
,,,,,,11624,84,,,,
,,,,,,11624,,,,,5.406
,,,,,,11639,,,,,0.869
,,,,,,11684,82,,,,
,,,,,,11744,69,,,,
,,,,,,11804,70,,,,
,,260,81.000,walking,2,11804,,3,,,
,,,,,,11864,0,,,,
2024-04-30T05:00:00.000Z,,,,sedentary,,,,0,,,
2024-04-30T05:07:00.000Z,,,,sedentary,,,,0,,,
2024-04-30T05:08:00.000Z,,,,sedentary,,,,4,,,
,,,,,,12524,74,,,,
,,278,88.000,walking,2,12524,,1,,,
,,,,,,12584,85,,,,
2024-04-30T05:10:00.000Z,,,,sedentary,,,,6,,,
,,,,,,12644,90,,,,
,,328,112.000,walking,4,12644,,2,,,
,,,,,,12704,93,,,,
,,,,,,12764,91,,,,
,,,,,,12824,73,,,,
,,,,,,12884,66,,,,
,,,,,,12944,60,,,,
,,,,,,13004,57,,,,
,,,,,,13064,62,,,,
,,,,,,13124,67,,,,
,,,,,,13184,57,,,,
,,,,,,13244,63,,,,
,,,,,,13304,69,,,,
,,,,,,13364,65,,,,
,,,,,,13424,73,,,,
2024-04-30T05:24:00.000Z,,,,sedentary,,,,5,,,
,,,,,,13484,85,,,,
,,339,115.000,walking,4,13484,,2,,,
,,,,,,13544,82,,,,
2024-04-30T05:26:00.000Z,,,,sedentary,,,,6,,,
,,,,,,13604,73,,,,
,,,,,,13664,77,,,,
,,,,,,13724,76,,,,
,,,,,,13784,75,,,,
,,452,170.000,walking,5,13784,,2,,,
,,,,,,13844,83,,,,
,,502,193.000,walking,6,13844,,2,,,
,,,,,,13904,81,,,,
2024-04-30T05:32:00.000Z,,,,sedentary,,,,4,,,
,,,,,,13964,76,,,,
,,,,,,13989,,,,,4.915
,,,,,,14004,,,,,2.296
,,,,,,14024,78,,,,
,,624,246.000,walking,8,14024,,2,,,
,,,,,,14084,79,,,,
2024-04-30T05:35:00.000Z,,,,sedentary,,,,5,,,
,,,,,,14144,74,,,,
,,637,251.000,walking,8,14144,,1,,,
,,,,,,14204,77,,,,
,,,,,,14264,74,,,,
,,,,,,14324,61,,,,
,,,,,,14384,69,,,,
2024-04-30T05:40:00.000Z,,,,sedentary,,,,4,,,
,,,,,,14444,63,,,,
2024-04-30T05:41:00.000Z,,,,sedentary,,,,0,,,
,,,,,,14504,62,,,,
,,,,,,14564,68,,,,
,,,,,,14624,77,,,,
,,,,,,14684,71,,,,
,,,,,,14744,80,,,,
2024-04-30T05:46:00.000Z,,,,sedentary,,,,4,,,
,,,,,,14804,68,,,,
,,,,,,14864,75,,,,
,,,,,,14924,84,,,,
,,689,273.000,walking,9,14924,,3,,,
,,,,,,14984,79,,,,
,,,,,,15044,64,,,,
,,,,,,15104,62,,,,
,,,,,,15164,64,,,,
,,,,,,15224,62,,,,
,,,,,,15284,70,,,,
,,,,,,15344,86,,,,
,,,,,,15404,89,,,,
2024-04-30T05:57:00.000Z,,,,sedentary,,,,4,,,
,,,,,,15464,83,,,,
,,,,,,15524,87,,,,
,,838,334.000,walking,12,15524,,3,,,
,,,,,,15584,89,,,,
2024-04-30T06:00:00.000Z,,,,sedentary,,,,6,,,
2024-04-30T06:01:00.000Z,,,,sedentary,,,,4,,,
,,,,,,15704,78,,,,
2024-04-30T06:02:00.000Z,,,,sedentary,,,,0,,,
,,,,,,15764,63,,,,
,,,,,,15824,61,,,,
2024-04-30T06:04:00.000Z,,,,sedentary,,,,4,,,
,,,,,,15884,63,,,,
2024-04-30T06:05:00.000Z,,,,sedentary,,,,0,,,
,,,,,,15944,60,,,,
,,,,,,16004,66,,,,
,,,,,,16064,64,,,,
,,,,,,16184,65,,,,
,,,,,,16244,66,,,,
,,,,,,16364,65,,,,
,,,,,,16424,58,,,,
,,,,,,16484,63,,,,
,,,,,,16544,67,,,,
,,,,,,16604,66,,,,
,,,,,,16664,65,,,,
,,,,,,16724,66,,,,
,,,,,,16784,71,,,,
,,,,,,16844,80,,,,
,,,,,,16904,65,,,,
2024-04-30T06:22:00.000Z,,,,sedentary,,,,3,,,
,,,,,,16964,62,,,,
,,,,,,17024,65,,,,
2024-04-30T06:24:00.000Z,,,,sedentary,,,,0,,,
,,,,,,17084,56,,,,
,,,,,,17144,64,,,,
,,,,,,17204,66,,,,
,,,,,,17264,62,,,,
,,,,,,17324,65,,,,
,,,,,,17384,62,,,,
,,,,,,17444,61,,,,
,,,,,,17504,74,,,,
,,,,,,17564,69,,,,
,,,,,,17624,61,,,,
,,,,,,17684,70,,,,
,,,,,,17744,75,,,,
,,,,,,17804,66,,,,
,,,,,,17864,76,,,,
,,,,,,17924,79,,,,
,,,,,,17984,66,,,,
,,,,,,18104,64,,,,
,,,,,,18164,57,,,,
,,,,,,18224,60,,,,
,,,,,,18284,58,,,,
,,,,,,18344,62,,,,
,,,,,,18404,61,,,,
2024-04-30T06:47:00.000Z,,,,sedentary,,,,3,,,
,,,,,,18464,65,,,,
,,,,,,18489,,,,,3.600
,,,,,,18524,87,,,,
,,985,395.000,walking,15,18524,,3,,,
,,,,,,18644,77,,,,
,,,,,,18704,64,,,,
,,,,,,18824,62,,,,
,,,,,,18884,61,,,,
,,,,,,18944,65,,,,
,,,,,,19004,70,,,,
,,,,,,19064,64,,,,
,,,,,,19124,67,,,,
,,,,,,19184,71,,,,
2024-04-30T07:00:00.000Z,,,,sedentary,,,,3,,,
,,,,,,19244,68,,,,
,,,,,,19304,70,,,,
,,,,,,19364,66,,,,
,,,,,,19424,64,,,,
,,,,,,19484,69,,,,
,,,,,,19544,70,,,,
,,,,,,19604,61,,,,
,,,,,,19664,65,,,,
,,,,,,19724,63,,,,
,,,,,,19844,61,,,,
,,,,,,19904,59,,,,
,,,,,,19964,60,,,,
,,,,,,20024,67,,,,
,,,,,,20084,63,,,,
,,,,,,20144,64,,,,
,,,,,,20204,58,,,,
,,,,,,20264,61,,,,
,,,,,,20324,62,,,,
,,,,,,20384,60,,,,
,,,,,,20444,57,,,,
,,,,,,20504,61,,,,
,,,,,,20564,66,,,,
,,,,,,20624,62,,,,
,,,,,,20684,69,,,,
,,,,,,20744,65,,,,
,,,,,,20804,59,,,,
,,,,,,20864,62,,,,
,,,,,,20924,67,,,,
,,,,,,20984,61,,,,
,,,,,,21044,56,,,,
,,,,,,21104,60,,,,
,,,,,,21164,67,,,,
,,,,,,21224,66,,,,
,,,,,,21284,55,,,,
,,,,,,21344,56,,,,
,,,,,,21404,63,,,,
2024-04-30T07:37:00.000Z,,,,sedentary,,,,4,,,
,,,,,,21464,80,,,,
,,,,,,21479,,,,4.178,
,,,,,,21524,100,,,,
,,1133,494.000,walking,21,21524,,2,,,
,,,,,,21584,97,,,,
,,,,,,21644,68,,,,
,,,,,,21704,48,,,,
,,,,,,21764,50,,,,
,,,,,,21824,55,,,,
,,,,,,21884,62,,,,
,,,,,,21944,52,,,,
,,,,,,22004,57,,,,
,,,,,,22064,58,,,,
,,,,,,22124,68,,,,
,,,,,,22184,63,,,,
,,,,,,22244,54,,,,
,,,,,,22364,68,,,,
,,,,,,22484,55,,,,
