stress level value,stress level time
38,2023-09-01T09:01:00.000Z
51,2023-09-01T09:02:00.000Z
67,2023-09-01T09:03:00.000Z
70,2023-09-01T09:04:00.000Z
65,2023-09-01T09:05:00.000Z
72,2023-09-01T09:06:00.000Z
53,2023-09-01T09:07:00.000Z
57,2023-09-01T09:08:00.000Z
59,2023-09-01T09:09:00.000Z
72,2023-09-01T09:10:00.000Z
76,2023-09-01T09:11:00.000Z
60,2023-09-01T09:12:00.000Z
78,2023-09-01T09:13:00.000Z
73,2023-09-01T09:14:00.000Z
78,2023-09-01T09:15:00.000Z
77,2023-09-01T09:16:00.000Z
60,2023-09-01T09:17:00.000Z
63,2023-09-01T09:18:00.000Z
78,2023-09-01T09:19:00.000Z
78,2023-09-01T09:20:00.000Z
75,2023-09-01T09:21:00.000Z
61,2023-09-01T09:22:00.000Z
68,2023-09-01T09:23:00.000Z
58,2023-09-01T09:24:00.000Z
30,2023-09-01T09:25:00.000Z
57,2023-09-01T09:26:00.000Z
62,2023-09-01T09:27:00.000Z
52,2023-09-01T09:28:00.000Z
36,2023-09-01T09:29:00.000Z
60,2023-09-01T09:30:00.000Z
-1,2023-09-01T09:31:00.000Z
80,2023-09-01T09:32:00.000Z
66,2023-09-01T09:33:00.000Z
35,2023-09-01T09:34:00.000Z
30,2023-09-01T09:35:00.000Z
62,2023-09-01T09:36:00.000Z
65,2023-09-01T09:37:00.000Z
69,2023-09-01T09:38:00.000Z
77,2023-09-01T09:39:00.000Z
75,2023-09-01T09:40:00.000Z
54,2023-09-01T09:41:00.000Z
63,2023-09-01T09:42:00.000Z
79,2023-09-01T09:43:00.000Z
76,2023-09-01T09:44:00.000Z
78,2023-09-01T09:45:00.000Z
83,2023-09-01T09:46:00.000Z
75,2023-09-01T09:47:00.000Z
66,2023-09-01T09:48:00.000Z
78,2023-09-01T09:49:00.000Z
73,2023-09-01T09:50:00.000Z
62,2023-09-01T09:51:00.000Z
-2,2023-09-01T09:52:00.000Z
-1,2023-09-01T09:53:00.000Z
83,2023-09-01T09:54:00.000Z
86,2023-09-01T09:55:00.000Z
78,2023-09-01T09:56:00.000Z
-2,2023-09-01T09:57:00.000Z
-1,2023-09-01T09:58:00.000Z
-2,2023-09-01T09:59:00.000Z
75,2023-09-01T10:00:00.000Z
73,2023-09-01T10:01:00.000Z
51,2023-09-01T10:02:00.000Z
51,2023-09-01T10:03:00.000Z
49,2023-09-01T10:04:00.000Z
54,2023-09-01T10:05:00.000Z
63,2023-09-01T10:06:00.000Z
65,2023-09-01T10:07:00.000Z
67,2023-09-01T10:08:00.000Z
54,2023-09-01T10:09:00.000Z
84,2023-09-01T10:10:00.000Z
82,2023-09-01T10:11:00.000Z
72,2023-09-01T10:12:00.000Z
53,2023-09-01T10:13:00.000Z
47,2023-09-01T10:14:00.000Z
61,2023-09-01T10:15:00.000Z
48,2023-09-01T10:16:00.000Z
63,2023-09-01T10:17:00.000Z
77,2023-09-01T10:18:00.000Z
79,2023-09-01T10:19:00.000Z
72,2023-09-01T10:20:00.000Z
81,2023-09-01T10:21:00.000Z
-2,2023-09-01T10:22:00.000Z
-2,2023-09-01T10:23:00.000Z
-2,2023-09-01T10:24:00.000Z
-2,2023-09-01T10:25:00.000Z
-2,2023-09-01T10:26:00.000Z
-2,2023-09-01T10:27:00.000Z
-2,2023-09-01T10:28:00.000Z
-2,2023-09-01T10:29:00.000Z
69,2023-09-01T10:30:00.000Z
81,2023-09-01T10:31:00.000Z
-2,2023-09-01T10:32:00.000Z
-2,2023-09-01T10:33:00.000Z
-2,2023-09-01T10:34:00.000Z
-2,2023-09-01T10:35:00.000Z
86,2023-09-01T10:36:00.000Z
90,2023-09-01T10:37:00.000Z
-2,2023-09-01T10:38:00.000Z
-2,2023-09-01T10:39:00.000Z
-2,2023-09-01T10:40:00.000Z
91,2023-09-01T10:41:00.000Z
90,2023-09-01T10:42:00.000Z
-2,2023-09-01T10:43:00.000Z
84,2023-09-01T10:44:00.000Z
72,2023-09-01T10:45:00.000Z
-2,2023-09-01T10:46:00.000Z
-1,2023-09-01T10:47:00.000Z
-1,2023-09-01T10:48:00.000Z
-2,2023-09-01T10:49:00.000Z
-1,2023-09-01T10:50:00.000Z
87,2023-09-01T10:51:00.000Z
-2,2023-09-01T10:52:00.000Z
-2,2023-09-01T10:53:00.000Z
-1,2023-09-01T10:54:00.000Z
-2,2023-09-01T10:55:00.000Z
-2,2023-09-01T10:56:00.000Z
87,2023-09-01T10:57:00.000Z
81,2023-09-01T10:58:00.000Z
86,2023-09-01T10:59:00.000Z
88,2023-09-01T11:00:00.000Z
90,2023-09-01T11:01:00.000Z
90,2023-09-01T11:02:00.000Z
85,2023-09-01T11:03:00.000Z
89,2023-09-01T11:04:00.000Z
75,2023-09-01T11:05:00.000Z
73,2023-09-01T11:06:00.000Z
69,2023-09-01T11:07:00.000Z
78,2023-09-01T11:08:00.000Z
87,2023-09-01T11:09:00.000Z
-2,2023-09-01T11:10:00.000Z
90,2023-09-01T11:11:00.000Z
-2,2023-09-01T11:12:00.000Z
-2,2023-09-01T11:13:00.000Z
72,2023-09-01T11:14:00.000Z
57,2023-09-01T11:15:00.000Z
39,2023-09-01T11:16:00.000Z
27,2023-09-01T11:17:00.000Z
32,2023-09-01T11:18:00.000Z
-2,2023-09-01T11:19:00.000Z
-2,2023-09-01T11:20:00.000Z
-2,2023-09-01T11:21:00.000Z
-2,2023-09-01T11:22:00.000Z
-2,2023-09-01T11:23:00.000Z
-2,2023-09-01T11:24:00.000Z
-2,2023-09-01T11:25:00.000Z
-2,2023-09-01T11:26:00.000Z
-2,2023-09-01T11:27:00.000Z
-2,2023-09-01T11:28:00.000Z
-2,2023-09-01T11:29:00.000Z
-2,2023-09-01T11:30:00.000Z
-2,2023-09-01T11:31:00.000Z
-2,2023-09-01T11:32:00.000Z
-2,2023-09-01T11:33:00.000Z
-2,2023-09-01T11:34:00.000Z
-2,2023-09-01T11:35:00.000Z
-2,2023-09-01T11:36:00.000Z
-2,2023-09-01T11:37:00.000Z
-2,2023-09-01T11:38:00.000Z
-2,2023-09-01T11:39:00.000Z
-2,2023-09-01T11:40:00.000Z
-2,2023-09-01T11:41:00.000Z
-2,2023-09-01T11:42:00.000Z
-2,2023-09-01T11:43:00.000Z
-2,2023-09-01T11:44:00.000Z
-2,2023-09-01T11:45:00.000Z
-2,2023-09-01T11:46:00.000Z
-2,2023-09-01T11:47:00.000Z
-2,2023-09-01T11:48:00.000Z
-2,2023-09-01T11:49:00.000Z
-2,2023-09-01T11:50:00.000Z
-2,2023-09-01T11:51:00.000Z
-2,2023-09-01T11:52:00.000Z
-2,2023-09-01T11:53:00.000Z
-2,2023-09-01T11:54:00.000Z
-2,2023-09-01T11:55:00.000Z
91,2023-09-01T11:56:00.000Z
87,2023-09-01T11:57:00.000Z
-2,2023-09-01T11:58:00.000Z
-1,2023-09-01T11:59:00.000Z
89,2023-09-01T12:00:00.000Z
-2,2023-09-01T12:01:00.000Z
-2,2023-09-01T12:02:00.000Z
-1,2023-09-01T12:03:00.000Z
-1,2023-09-01T12:04:00.000Z
94,2023-09-01T12:05:00.000Z
87,2023-09-01T12:06:00.000Z
-2,2023-09-01T12:07:00.000Z
-2,2023-09-01T12:08:00.000Z
-2,2023-09-01T12:09:00.000Z
92,2023-09-01T12:10:00.000Z
-2,2023-09-01T12:11:00.000Z
-2,2023-09-01T12:12:00.000Z
-2,2023-09-01T12:13:00.000Z
-2,2023-09-01T12:14:00.000Z
-2,2023-09-01T12:15:00.000Z
-2,2023-09-01T12:16:00.000Z
-2,2023-09-01T12:17:00.000Z
87,2023-09-01T12:18:00.000Z
-2,2023-09-01T12:19:00.000Z
75,2023-09-01T12:20:00.000Z
-1,2023-09-01T12:21:00.000Z
77,2023-09-01T12:22:00.000Z
80,2023-09-01T12:23:00.000Z
45,2023-09-01T12:24:00.000Z
20,2023-09-01T12:25:00.000Z
22,2023-09-01T12:26:00.000Z
29,2023-09-01T12:27:00.000Z
57,2023-09-01T12:28:00.000Z
-1,2023-09-01T12:29:00.000Z
-1,2023-09-01T12:30:00.000Z
33,2023-09-01T12:31:00.000Z
55,2023-09-01T12:32:00.000Z
68,2023-09-01T12:33:00.000Z
69,2023-09-01T12:34:00.000Z
-1,2023-09-01T12:35:00.000Z
84,2023-09-01T12:36:00.000Z
81,2023-09-01T12:37:00.000Z
75,2023-09-01T12:38:00.000Z
-2,2023-09-01T12:39:00.000Z
-2,2023-09-01T12:40:00.000Z
-2,2023-09-01T12:41:00.000Z
-2,2023-09-01T12:42:00.000Z
-2,2023-09-01T12:43:00.000Z
-2,2023-09-01T12:44:00.000Z
-2,2023-09-01T12:45:00.000Z
-2,2023-09-01T12:46:00.000Z
-1,2023-09-01T12:47:00.000Z
-2,2023-09-01T12:48:00.000Z
84,2023-09-01T12:49:00.000Z
-1,2023-09-01T12:50:00.000Z
85,2023-09-01T12:51:00.000Z
79,2023-09-01T12:52:00.000Z
-2,2023-09-01T12:53:00.000Z
-2,2023-09-01T12:54:00.000Z
42,2023-09-01T12:55:00.000Z
37,2023-09-01T12:56:00.000Z
58,2023-09-01T12:57:00.000Z
63,2023-09-01T12:58:00.000Z
21,2023-09-01T12:59:00.000Z
-1,2023-09-01T13:00:00.000Z
-2,2023-09-01T13:01:00.000Z
-1,2023-09-01T13:02:00.000Z
-1,2023-09-01T13:03:00.000Z
85,2023-09-01T13:04:00.000Z
84,2023-09-01T13:05:00.000Z
45,2023-09-01T13:06:00.000Z
25,2023-09-01T13:07:00.000Z
22,2023-09-01T13:08:00.000Z
36,2023-09-01T13:09:00.000Z
22,2023-09-01T13:10:00.000Z
30,2023-09-01T13:11:00.000Z
64,2023-09-01T13:12:00.000Z
-2,2023-09-01T13:13:00.000Z
-1,2023-09-01T13:14:00.000Z
78,2023-09-01T13:15:00.000Z
-1,2023-09-01T13:16:00.000Z
-1,2023-09-01T13:17:00.000Z
84,2023-09-01T13:18:00.000Z
68,2023-09-01T13:19:00.000Z
44,2023-09-01T13:20:00.000Z
58,2023-09-01T13:21:00.000Z
60,2023-09-01T13:22:00.000Z
74,2023-09-01T13:23:00.000Z
71,2023-09-01T13:24:00.000Z
-2,2023-09-01T13:25:00.000Z
86,2023-09-01T13:26:00.000Z
75,2023-09-01T13:27:00.000Z
-2,2023-09-01T13:28:00.000Z
-1,2023-09-01T13:29:00.000Z
-2,2023-09-01T13:30:00.000Z
-2,2023-09-01T13:31:00.000Z
-2,2023-09-01T13:32:00.000Z
-2,2023-09-01T13:33:00.000Z
-2,2023-09-01T13:34:00.000Z
-2,2023-09-01T13:35:00.000Z
-2,2023-09-01T13:36:00.000Z
-2,2023-09-01T13:37:00.000Z
-1,2023-09-01T13:38:00.000Z
94,2023-09-01T13:39:00.000Z
-2,2023-09-01T13:40:00.000Z
-2,2023-09-01T13:41:00.000Z
-2,2023-09-01T13:42:00.000Z
-2,2023-09-01T13:43:00.000Z
-2,2023-09-01T13:44:00.000Z
-2,2023-09-01T13:45:00.000Z
-2,2023-09-01T13:46:00.000Z
-2,2023-09-01T13:47:00.000Z
-2,2023-09-01T13:48:00.000Z
-2,2023-09-01T13:49:00.000Z
-2,2023-09-01T13:50:00.000Z
-2,2023-09-01T13:51:00.000Z
-2,2023-09-01T13:52:00.000Z
-2,2023-09-01T13:53:00.000Z
-2,2023-09-01T13:54:00.000Z
63,2023-09-01T13:55:00.000Z
51,2023-09-01T13:56:00.000Z
45,2023-09-01T13:57:00.000Z
51,2023-09-01T13:58:00.000Z
45,2023-09-01T13:59:00.000Z
31,2023-09-01T14:00:00.000Z
41,2023-09-01T14:01:00.000Z
42,2023-09-01T14:02:00.000Z
53,2023-09-01T14:03:00.000Z
54,2023-09-01T14:04:00.000Z
42,2023-09-01T14:05:00.000Z
61,2023-09-01T14:06:00.000Z
25,2023-09-01T14:07:00.000Z
38,2023-09-01T14:08:00.000Z
37,2023-09-01T14:09:00.000Z
39,2023-09-01T14:10:00.000Z
35,2023-09-01T14:11:00.000Z
28,2023-09-01T14:12:00.000Z
29,2023-09-01T14:13:00.000Z
24,2023-09-01T14:14:00.000Z
22,2023-09-01T14:15:00.000Z
17,2023-09-01T14:16:00.000Z
30,2023-09-01T14:17:00.000Z
22,2023-09-01T14:18:00.000Z
20,2023-09-01T14:19:00.000Z
17,2023-09-01T14:20:00.000Z
22,2023-09-01T14:21:00.000Z
23,2023-09-01T14:22:00.000Z
15,2023-09-01T14:23:00.000Z
17,2023-09-01T14:24:00.000Z
20,2023-09-01T14:25:00.000Z
17,2023-09-01T14:26:00.000Z
18,2023-09-01T14:27:00.000Z
18,2023-09-01T14:28:00.000Z
26,2023-09-01T14:29:00.000Z
27,2023-09-01T14:30:00.000Z
27,2023-09-01T14:31:00.000Z
18,2023-09-01T14:32:00.000Z
15,2023-09-01T14:33:00.000Z
12,2023-09-01T14:34:00.000Z
14,2023-09-01T14:35:00.000Z
19,2023-09-01T14:36:00.000Z
22,2023-09-01T14:37:00.000Z
34,2023-09-01T14:38:00.000Z
38,2023-09-01T14:39:00.000Z
-2,2023-09-01T14:40:00.000Z
-2,2023-09-01T14:41:00.000Z
-2,2023-09-01T14:42:00.000Z
-1,2023-09-01T14:43:00.000Z
-1,2023-09-01T14:44:00.000Z
64,2023-09-01T14:45:00.000Z
-1,2023-09-01T14:46:00.000Z
-2,2023-09-01T14:47:00.000Z
-2,2023-09-01T14:48:00.000Z
-2,2023-09-01T14:49:00.000Z
87,2023-09-01T14:50:00.000Z
-2,2023-09-01T14:51:00.000Z
-2,2023-09-01T14:52:00.000Z
-2,2023-09-01T14:53:00.000Z
84,2023-09-01T14:54:00.000Z
-2,2023-09-01T14:55:00.000Z
-2,2023-09-01T14:56:00.000Z
-2,2023-09-01T14:57:00.000Z
82,2023-09-01T14:58:00.000Z
-2,2023-09-01T14:59:00.000Z
69,2023-09-01T15:00:00.000Z
-2,2023-09-01T15:01:00.000Z
-2,2023-09-01T15:02:00.000Z
-2,2023-09-01T15:03:00.000Z
-2,2023-09-01T15:04:00.000Z
-2,2023-09-01T15:05:00.000Z
-1,2023-09-01T15:06:00.000Z
78,2023-09-01T15:07:00.000Z
67,2023-09-01T15:08:00.000Z
69,2023-09-01T15:09:00.000Z
61,2023-09-01T15:10:00.000Z
56,2023-09-01T15:11:00.000Z
75,2023-09-01T15:12:00.000Z
54,2023-09-01T15:13:00.000Z
63,2023-09-01T15:14:00.000Z
-1,2023-09-01T15:15:00.000Z
-2,2023-09-01T15:16:00.000Z
-2,2023-09-01T15:17:00.000Z
-1,2023-09-01T15:18:00.000Z
-2,2023-09-01T15:19:00.000Z
43,2023-09-01T15:20:00.000Z
38,2023-09-01T15:21:00.000Z
33,2023-09-01T15:22:00.000Z
24,2023-09-01T15:23:00.000Z
24,2023-09-01T15:24:00.000Z
70,2023-09-01T15:25:00.000Z
75,2023-09-01T15:26:00.000Z
57,2023-09-01T15:27:00.000Z
51,2023-09-01T15:28:00.000Z
42,2023-09-01T15:29:00.000Z
45,2023-09-01T15:30:00.000Z
76,2023-09-01T15:31:00.000Z
54,2023-09-01T15:32:00.000Z
-1,2023-09-01T15:33:00.000Z
72,2023-09-01T15:34:00.000Z
50,2023-09-01T15:35:00.000Z
36,2023-09-01T15:36:00.000Z
25,2023-09-01T15:37:00.000Z
14,2023-09-01T15:38:00.000Z
26,2023-09-01T15:39:00.000Z
18,2023-09-01T15:40:00.000Z
22,2023-09-01T15:41:00.000Z
23,2023-09-01T15:42:00.000Z
18,2023-09-01T15:43:00.000Z
21,2023-09-01T15:44:00.000Z
21,2023-09-01T15:45:00.000Z
20,2023-09-01T15:46:00.000Z
21,2023-09-01T15:47:00.000Z
22,2023-09-01T15:48:00.000Z
24,2023-09-01T15:49:00.000Z
25,2023-09-01T15:50:00.000Z
20,2023-09-01T15:51:00.000Z
18,2023-09-01T15:52:00.000Z
-2,2023-09-01T15:53:00.000Z
-2,2023-09-01T15:54:00.000Z
-2,2023-09-01T15:55:00.000Z
-2,2023-09-01T15:56:00.000Z
-2,2023-09-01T15:57:00.000Z
-1,2023-09-01T15:58:00.000Z
-2,2023-09-01T15:59:00.000Z
-2,2023-09-01T16:00:00.000Z
-2,2023-09-01T16:01:00.000Z
-1,2023-09-01T16:02:00.000Z
87,2023-09-01T16:03:00.000Z
69,2023-09-01T16:04:00.000Z
57,2023-09-01T16:05:00.000Z
72,2023-09-01T16:06:00.000Z
63,2023-09-01T16:07:00.000Z
36,2023-09-01T16:08:00.000Z
55,2023-09-01T16:09:00.000Z
50,2023-09-01T16:10:00.000Z
43,2023-09-01T16:11:00.000Z
56,2023-09-01T16:12:00.000Z
45,2023-09-01T16:13:00.000Z
50,2023-09-01T16:14:00.000Z
55,2023-09-01T16:15:00.000Z
63,2023-09-01T16:16:00.000Z
63,2023-09-01T16:17:00.000Z
54,2023-09-01T16:18:00.000Z
35,2023-09-01T16:19:00.000Z
53,2023-09-01T16:20:00.000Z
57,2023-09-01T16:21:00.000Z
66,2023-09-01T16:22:00.000Z
72,2023-09-01T16:23:00.000Z
54,2023-09-01T16:24:00.000Z
72,2023-09-01T16:25:00.000Z
64,2023-09-01T16:26:00.000Z
49,2023-09-01T16:27:00.000Z
57,2023-09-01T16:28:00.000Z
38,2023-09-01T16:29:00.000Z
42,2023-09-01T16:30:00.000Z
38,2023-09-01T16:31:00.000Z
41,2023-09-01T16:32:00.000Z
36,2023-09-01T16:33:00.000Z
36,2023-09-01T16:34:00.000Z
36,2023-09-01T16:35:00.000Z
64,2023-09-01T16:36:00.000Z
45,2023-09-01T16:37:00.000Z
40,2023-09-01T16:38:00.000Z
54,2023-09-01T16:39:00.000Z
19,2023-09-01T16:40:00.000Z
23,2023-09-01T16:41:00.000Z
31,2023-09-01T16:42:00.000Z
35,2023-09-01T16:43:00.000Z
28,2023-09-01T16:44:00.000Z
33,2023-09-01T16:45:00.000Z
36,2023-09-01T16:46:00.000Z
57,2023-09-01T16:47:00.000Z
45,2023-09-01T16:48:00.000Z
49,2023-09-01T16:49:00.000Z
63,2023-09-01T16:50:00.000Z
71,2023-09-01T16:51:00.000Z
71,2023-09-01T16:52:00.000Z
77,2023-09-01T16:53:00.000Z
66,2023-09-01T16:54:00.000Z
52,2023-09-01T16:55:00.000Z
66,2023-09-01T16:56:00.000Z
54,2023-09-01T16:57:00.000Z
69,2023-09-01T16:58:00.000Z
62,2023-09-01T16:59:00.000Z
66,2023-09-01T17:00:00.000Z
-1,2023-09-01T17:01:00.000Z
-2,2023-09-01T17:02:00.000Z
75,2023-09-01T17:03:00.000Z
29,2023-09-01T17:04:00.000Z
-1,2023-09-01T17:05:00.000Z
-2,2023-09-01T17:06:00.000Z
-2,2023-09-01T17:07:00.000Z
-2,2023-09-01T17:08:00.000Z
-2,2023-09-01T17:09:00.000Z
-2,2023-09-01T17:10:00.000Z
-2,2023-09-01T17:11:00.000Z
-2,2023-09-01T17:12:00.000Z
-2,2023-09-01T17:13:00.000Z
-2,2023-09-01T17:14:00.000Z
-2,2023-09-01T17:15:00.000Z
-1,2023-09-01T17:16:00.000Z
70,2023-09-01T17:17:00.000Z
75,2023-09-01T17:18:00.000Z
67,2023-09-01T17:19:00.000Z
63,2023-09-01T17:20:00.000Z
46,2023-09-01T17:21:00.000Z
24,2023-09-01T17:22:00.000Z
18,2023-09-01T17:23:00.000Z
20,2023-09-01T17:24:00.000Z
15,2023-09-01T17:25:00.000Z
19,2023-09-01T17:26:00.000Z
24,2023-09-01T17:27:00.000Z
25,2023-09-01T17:28:00.000Z
17,2023-09-01T17:29:00.000Z
30,2023-09-01T17:30:00.000Z
33,2023-09-01T17:31:00.000Z
38,2023-09-01T17:32:00.000Z
36,2023-09-01T17:33:00.000Z
33,2023-09-01T17:34:00.000Z
21,2023-09-01T17:35:00.000Z
18,2023-09-01T17:36:00.000Z
20,2023-09-01T17:37:00.000Z
23,2023-09-01T17:38:00.000Z
33,2023-09-01T17:39:00.000Z
32,2023-09-01T17:40:00.000Z
45,2023-09-01T17:41:00.000Z
47,2023-09-01T17:42:00.000Z
24,2023-09-01T17:43:00.000Z
-1,2023-09-01T17:44:00.000Z
63,2023-09-01T17:45:00.000Z
-2,2023-09-01T17:46:00.000Z
44,2023-09-01T17:47:00.000Z
32,2023-09-01T17:48:00.000Z
26,2023-09-01T17:49:00.000Z
24,2023-09-01T17:50:00.000Z
24,2023-09-01T17:51:00.000Z
33,2023-09-01T17:52:00.000Z
36,2023-09-01T17:53:00.000Z
50,2023-09-01T17:54:00.000Z
23,2023-09-01T17:55:00.000Z
30,2023-09-01T17:56:00.000Z
73,2023-09-01T17:57:00.000Z
46,2023-09-01T17:58:00.000Z
66,2023-09-01T17:59:00.000Z
65,2023-09-01T18:00:00.000Z
71,2023-09-01T18:01:00.000Z
49,2023-09-01T18:02:00.000Z
67,2023-09-01T18:03:00.000Z
36,2023-09-01T18:04:00.000Z
60,2023-09-01T18:05:00.000Z
65,2023-09-01T18:06:00.000Z
69,2023-09-01T18:07:00.000Z
60,2023-09-01T18:08:00.000Z
56,2023-09-01T18:09:00.000Z
50,2023-09-01T18:10:00.000Z
66,2023-09-01T18:11:00.000Z
39,2023-09-01T18:12:00.000Z
32,2023-09-01T18:13:00.000Z
33,2023-09-01T18:14:00.000Z
64,2023-09-01T18:15:00.000Z
61,2023-09-01T18:16:00.000Z
74,2023-09-01T18:17:00.000Z
76,2023-09-01T18:18:00.000Z
84,2023-09-01T18:19:00.000Z
71,2023-09-01T18:20:00.000Z
75,2023-09-01T18:21:00.000Z
69,2023-09-01T18:22:00.000Z
78,2023-09-01T18:23:00.000Z
79,2023-09-01T18:24:00.000Z
83,2023-09-01T18:25:00.000Z
78,2023-09-01T18:26:00.000Z
82,2023-09-01T18:27:00.000Z
66,2023-09-01T18:28:00.000Z
62,2023-09-01T18:29:00.000Z
81,2023-09-01T18:30:00.000Z
74,2023-09-01T18:31:00.000Z
61,2023-09-01T18:32:00.000Z
73,2023-09-01T18:33:00.000Z
82,2023-09-01T18:34:00.000Z
83,2023-09-01T18:35:00.000Z
75,2023-09-01T18:36:00.000Z
69,2023-09-01T18:37:00.000Z
60,2023-09-01T18:38:00.000Z
77,2023-09-01T18:39:00.000Z
72,2023-09-01T18:40:00.000Z
66,2023-09-01T18:41:00.000Z
76,2023-09-01T18:42:00.000Z
75,2023-09-01T18:43:00.000Z
70,2023-09-01T18:44:00.000Z
87,2023-09-01T18:45:00.000Z
84,2023-09-01T18:46:00.000Z
77,2023-09-01T18:47:00.000Z
81,2023-09-01T18:48:00.000Z
76,2023-09-01T18:49:00.000Z
77,2023-09-01T18:50:00.000Z
79,2023-09-01T18:51:00.000Z
79,2023-09-01T18:52:00.000Z
78,2023-09-01T18:53:00.000Z
67,2023-09-01T18:54:00.000Z
69,2023-09-01T18:55:00.000Z
60,2023-09-01T18:56:00.000Z
51,2023-09-01T18:57:00.000Z
71,2023-09-01T18:58:00.000Z
75,2023-09-01T18:59:00.000Z
67,2023-09-01T19:00:00.000Z
67,2023-09-01T19:01:00.000Z
66,2023-09-01T19:02:00.000Z
63,2023-09-01T19:03:00.000Z
56,2023-09-01T19:04:00.000Z
40,2023-09-01T19:05:00.000Z
70,2023-09-01T19:06:00.000Z
73,2023-09-01T19:07:00.000Z
72,2023-09-01T19:08:00.000Z
75,2023-09-01T19:09:00.000Z
83,2023-09-01T19:10:00.000Z
79,2023-09-01T19:11:00.000Z
80,2023-09-01T19:12:00.000Z
73,2023-09-01T19:13:00.000Z
75,2023-09-01T19:14:00.000Z
